#;Start;End;Break;Duration;Hourly Rate, $;Bonus, $;Earnings, $;Client;Project;Task;Note
411;2021-09-30 04:00 PM;2021-09-30 05:45 PM;01:00;00:45;32.5;0;24.38;Fresh Food;Fruits Accounts;Acceptation;
412;2021-09-30 08:00 AM;2021-09-30 04:00 PM;01:00;07:00;32.5;0;227.5;Fresh Food;Fruits Accounts;Validation ;
413;2021-09-29 02:45 PM;2021-09-29 05:15 PM;00:00;02:30;25.25;0;63.13;Fresh Food;Fruits Accounts;Acceptation;
414;2021-09-29 08:00 AM;2021-09-29 02:30 PM;00:30;06:00;32.5;0;195;Fresh Food;Fruits Accounts;Validation ;
415;2021-09-28 03:00 PM;2021-09-28 05:15 PM;00:00;02:15;25.25;0;56.81;Fresh Food;Fruits Accounts;Acceptation;
416;2021-09-28 07:00 AM;2021-09-28 03:00 PM;01:00;07:00;32.5;0;227.5;Fresh Food;Fruits Accounts;Validation ;
417;2021-09-27 03:00 PM;2021-09-27 05:30 PM;00:00;02:30;32.5;0;81.25;Fresh Food;Fruits Accounts;Acceptation;
418;2021-09-27 08:00 AM;2021-09-27 03:00 PM;00:00;07:00;25.25;0;176.75;Fresh Food;Fruits Accounts;Validation ;
419;2021-09-24 08:00 AM;2021-09-24 05:00 PM;01:00;08:00;40;0;320;Electric Auto;Garage dashboard implementation;Service;
420;2021-09-23 08:00 AM;2021-09-23 05:00 PM;01:00;08:00;40;0;320;Electric Auto;Garage dashboard implementation;Service;
421;2021-09-22 08:00 AM;2021-09-22 05:00 PM;01:00;08:00;40;0;320;Electric Auto;Garage dashboard implementation;Service;
422;2021-09-21 08:00 AM;2021-09-21 04:15 PM;00:45;07:30;20;0;150;Electric Auto;Garage dashboard implementation;Suppliers;
423;2021-09-20 07:00 AM;2021-09-20 04:00 PM;01:00;08:00;20;0;160;Electric Auto;Garage dashboard implementation;Suppliers;
424;2021-09-17 08:00 AM;2021-09-17 05:00 PM;01:00;08:00;40;0;320;Supra Accounting;Accounting;Account Verification ;
425;2021-09-16 08:00 AM;2021-09-16 05:00 PM;01:00;08:00;40;0;320;Supra Accounting;Accounting;Account Verification ;
426;2021-09-15 08:00 AM;2021-09-15 05:00 PM;01:00;08:00;40;0;320;Supra Accounting;Accounting;Account Verification ;
427;2021-09-14 10:13 AM;2021-09-14 05:00 PM;00:30;06:17;35;0;219.92;Supra Accounting;Accounting;Ledger Retrieval;
428;2021-09-13 07:30 AM;2021-09-13 05:00 PM;01:00;08:30;35;0;297.5;Supra Accounting;Accounting;Ledger Retrieval;
429;2021-09-10 07:30 AM;2021-09-10 05:30 PM;00:30;09:30;25;5;242.5;ABC Company;Power BI Project;Dashboard Design ;
430;2021-09-09 09:00 AM;2021-09-09 06:00 PM;01:00;08:00;20;5;165;ABC Company;Power BI Project;Dashboard Design ;
431;2021-09-08 08:00 AM;2021-09-08 05:00 PM;00:30;08:30;25;5;217.5;ABC Company;Power BI Project;Dashboard Design ;
432;2021-09-07 08:00 AM;2021-09-07 05:30 PM;01:00;08:30;20;0;170;ABC Company;Power BI Project;Dashboard Design ;
433;2021-09-06 09:00 AM;2021-09-06 05:00 PM;01:00;07:00;20;5;145;ABC Company;Power BI Project;Dashboard Design ;
434;2021-09-03 08:00 AM;2021-09-03 05:00 PM;01:00;08:00;20;5;165;ABC Company;Power BI Project;Data Verification ;
435;2021-09-02 08:00 AM;2021-09-02 05:00 PM;01:00;08:00;20;5;165;ABC Company;Power BI Project;Data Verification ;
436;2021-09-01 08:00 AM;2021-09-01 05:00 PM;01:00;08:00;20;5;165;ABC Company;Power BI Project;Data Verification ;
